node_id,x,y,z,scalar_flux,angular_flux_0,direction_cosine_0,angular_flux_1,direction_cosine_1,angular_flux_2,direction_cosine_2,angular_flux_3,direction_cosine_3
0,1,0,0,-4.4978853536999944e-09,-9.209147235794412e-15,-0.86113631159405268,-1.937518858482676e-16,-0.33998104358485637,-6.4780803462479097e-10,0.33998104358485631,-8.4343366418723874e-10,0.86113631159405257
1,0.99311240902786024,0,0,0.0007537990808817363,9.6717105548472973e-05,-0.86113631159405268,4.0393257635399157e-05,-0.33998104358485637,4.0392615743210375e-05,0.33998104358485631,9.6716261431562244e-05,0.86113631159405257
2,0.9774099152055008,0,0,0.0079815797905145869,0.0010240806624276699,-0.86113631159405268,0.00042770059447139793,-0.33998104358485637,0.0004276999657731744,0.33998104358485631,0.0010240798173581968,0.86113631159405257
3,0.95410951912898256,0,0,0.032166435409106041,0.0041271290649006146,-0.86113631159405268,0.0017236685639524054,-0.33998104358485637,0.0017236679541394846,0.33998104358485631,0.0041271282199633486,0.86113631159405257
4,0.92494136762066859,0,0,0.083501882390190477,0.010713745849205905,-0.86113631159405268,0.0044745262353561863,-0.33998104358485637,0.00447452564815013,0.33998104358485631,0.0107137450068994,0.86113631159405257
5,0.89206911660686594,0,0,0.16681128645114326,0.021402795037026853,-0.86113631159405268,0.008938738152892662,-0.33998104358485637,0.008938737589985115,0.33998104358485631,0.021402794200758028,0.86113631159405257
6,0.85793088339313406,0,0,0.27868811488064654,0.035757199970730694,-0.86113631159405268,0.014933762093617974,-0.33998104358485637,0.014933761554844391,0.33998104358485631,0.035757199143933709,0.86113631159405257
7,0.82505863237933141,0,0,0.40775440401952651,0.052317106095729649,-0.86113631159405268,0.021849899287736202,-0.33998104358485637,0.021849898771336213,0.33998104358485631,0.052317105280913129,0.86113631159405257
8,0.79589048087101744,0,0,0.53746006554521397,0.06895904716495177,-0.86113631159405268,0.028800297851118158,-0.33998104358485637,0.028800297353993393,0.33998104358485631,0.068959046362954135,0.86113631159405257
9,0.77259008479449909,0,0,0.64997313947129465,0.083395085833547225,-0.86113631159405268,0.034829415612986338,-0.33998104358485637,0.034829415130939421,0.33998104358485631,0.083395085043179148,0.86113631159405257
10,0.75688759097213976,0,0,0.72972998250539522,0.093628322112439308,-0.86113631159405268,0.039103260263310569,-0.33998104358485637,0.039103259791289695,0.33998104358485631,0.093628321330571321,0.86113631159405257
11,0.75,0,0,0.76562499112270921,0.098233846734675459,-0.86113631159405268,0.041026727701790069,-0.33998104358485637,0.041026727234136556,0.33998104358485631,0.09823384595669879,0.86113631159405257
12,0.74311240902786024,0,0,0.80204184574788062,0.10290632703469031,-0.86113631159405268,0.042978158744337712,-0.33998104358485637,0.042978158281034434,0.33998104358485631,0.10290632626070219,0.86113631159405257
13,0.7274099152055008,0,0,0.88689235737077587,0.11379310866529066,-0.86113631159405268,0.047524952367206864,-0.33998104358485637,0.047524951913762589,0.33998104358485631,0.11379310790075185,0.86113631159405257
14,0.70410951912898256,0,0,1.0169906950581606,0.13048543220782841,-0.86113631159405268,0.05449639285618451,-0.33998104358485637,0.054496392417238394,0.33998104358485631,0.13048543145819477,0.86113631159405257
15,0.67494136762066859,0,0,1.185721277035334,0.15213448257702111,-0.86113631159405268,0.06353797810657541,-0.33998104358485637,0.063537977685601377,0.33998104358485631,0.1521344818474645,0.86113631159405257
16,0.64206911660686594,0,0,1.3817873067639328,0.17729081940123592,-0.86113631159405268,0.074044358763949658,-0.33998104358485637,0.074044358363058546,0.33998104358485631,0.17729081869608571,0.86113631159405257
17,0.60793088339313406,0,0,1.5897177016076789,0.2039694187247855,-0.86113631159405268,0.085186502468254738,-0.33998104358485637,0.08518650208809754,0.33998104358485631,0.20396941804684671,0.86113631159405257
18,0.57505863237933141,0,0,1.7918904781691836,0.22990928433957192,-0.86113631159405268,0.096020118840089624,-0.33998104358485637,0.096020118479838115,0.33998104358485631,0.2299092836895075,0.86113631159405257
19,0.54589048087101744,0,0,1.9712361099857305,0.2529203032643414,-0.86113631159405268,0.10563052141876245,-0.33998104358485637,0.10563052107616318,0.33998104358485631,0.25292030264029153,0.86113631159405257
20,0.52259008479449909,0,0,2.1135321211007532,0.2711776545658664,-0.86113631159405268,0.11325558559436918,-0.33998104358485637,0.11325558526588292,0.33998104358485631,0.2711776539634102,0.86113631159405257
21,0.50688759097213976,0,0,2.2085821872370142,0.28337309444504188,-0.86113631159405268,0.11834893184155802,-0.33998104358485637,0.11834893152259496,0.33998104358485631,0.28337309385752452,0.86113631159405257
22,0.5,0,0,2.249999987895384,0.28868722328656093,-0.86113631159405268,0.12056834323313011,-0.33998104358485637,0.12056834291834828,0.33998104358485631,0.28868722270569103,0.86113631159405257
23,0.49311240902786024,0,0,2.2912280509206853,0.29397700775885216,-0.86113631159405268,0.12277758735707749,-0.33998104358485637,0.12277758704647966,0.33998104358485631,0.29397700718468611,0.86113631159405257
24,0.47740991520550086,0,0,2.3844286903220402,0.30593515613941052,-0.86113631159405268,0.12777183035172773,-0.33998104358485637,0.12777183005068038,0.33998104358485631,0.30593515558073425,0.86113631159405257
25,0.45410951912898256,0,0,2.5203756006473279,0.32337788331289702,-0.86113631159405268,0.13505667205348806,-0.33998104358485637,0.13505667176664632,0.33998104358485631,0.32337788277771551,0.86113631159405257
