node_id,x,y,z,scalar_flux,angular_flux_0,direction_cosine_0,angular_flux_1,direction_cosine_1,angular_flux_2,direction_cosine_2,angular_flux_3,direction_cosine_3,angular_flux_4,direction_cosine_4,angular_flux_5,direction_cosine_5,angular_flux_6,direction_cosine_6,angular_flux_7,direction_cosine_7,angular_flux_8,direction_cosine_8,angular_flux_9,direction_cosine_9,angular_flux_10,direction_cosine_10,angular_flux_11,direction_cosine_11
0,1,0,0,-4.4801281345739623e-09,-1.9107222167890348e-15,-0.98156063424671924,-1.6381450537992311e-14,-0.9041172563704748,-9.2567593767621672e-15,-0.76990267419430469,-1.6886286356205523e-15,-0.58731795428661759,-1.474605655460899e-16,-0.36783149899818013,4.5386036862964917e-17,-0.12523340851146897,-5.1306115612486023e-10,0.12523340851146886,-6.7927985837833552e-10,0.36783149899818024,-7.8238946755848051e-10,0.58731795428661748,-8.3768290655143976e-10,0.76990267419430469,-8.634472705873036e-10,0.9041172563704748,-8.7352840433468045e-10,0.98156063424671924
1,0.98396751856370079,0,0,0.0033345241533084052,0.00099927733367511035,-0.98156063424671924,0.00076862617116971589,-0.9041172563704748,0.00046901394943667479,-0.76990267419430469,0.00021623026722265333,-0.58731795428661759,6.5997400078975047e-05,-0.36783149899818013,6.4055461243507292e-06,-0.12523340851146897,6.4050970789446379e-06,0.12523340851146886,6.5996731056492885e-05,0.36783149899818024,0.00021622948614381156,0.58731795428661748,0.00046901311071243537,0.76990267419430469,0.00076862530609850483,0.9041172563704748,0.00099927645840793065,0.98156063424671924
2,0.94896252267914283,0,0,0.033054170438369994,0.0099055335717235186,-0.98156063424671924,0.0076191584796900724,-0.9041172563704748,0.0046491933076447511,-0.76990267419430469,0.0021434252794403082,-0.58731795428661759,0.0006542124661963691,-0.36783149899818013,6.3496910284329119e-05,-0.12523340851146897,6.3496562131485853e-05,0.12523340851146886,0.00065421182187230245,0.36783149899818024,0.0021434245051989713,0.58731795428661748,0.0046491924702884366,0.76990267419430469,0.0076191576141913407,0.9041172563704748,0.0099055326954524108,0.98156063424671924
3,0.90116240223780986,0,0,0.12006189777165326,0.035979636072689364,-0.98156063424671924,0.027674889748835634,-0.9041172563704748,0.016887155304968548,-0.76990267419430469,0.0077855132148035326,-0.58731795428661759,0.002376280701792148,-0.36783149899818013,0.00023063884238431619,-0.12523340851146897,0.00023063857637051658,0.12523340851146886,0.0023762800940382535,0.36783149899818024,0.007785512458082385,0.58731795428661748,0.01688715447890449,0.76990267419430469,0.027674888892748092,0.9041172563704748,0.035979635205363424,0.98156063424671924
4,0.84883759776219014,0,0,0.27049612521575622,0.081061119868734974,-0.98156063424671924,0.062350757284930829,-0.9041172563704748,0.038046291501998238,-0.76990267419430469,0.017540544929564344,-0.58731795428661759,0.0053536945170054515,-0.36783149899818013,0.00051962329027829932,-0.12523340851146897,0.00051962307399476776,0.12523340851146886,0.0053536939489322441,0.36783149899818024,0.017540544197516338,0.58731795428661748,0.038046290694442694,0.76990267419430469,0.062350756444860281,0.9041172563704748,0.081061119016445693,0.98156063424671924
5,0.80103747732085728,0,0,0.4517665497135579,0.13538346279565508,-0.98156063424671924,0.10413452767497107,-0.9041172563704748,0.063542654004739518,-0.76990267419430469,0.029295175308770571,-0.58731795428661759,0.0089414223876180306,-0.36783149899818013,0.00086784419257003923,-0.12523340851146897,0.00086784400335610185,0.12523340851146886,0.0089414218551857709,0.36783149899818024,0.029295174604449831,0.58731795428661748,0.063542653221371453,0.76990267419430469,0.10413452685786814,0.9041172563704748,0.13538346196598913,0.98156063424671924
6,0.7660324814362991,0,0,0.60729428762896731,0.18199134784444498,-0.98156063424671924,0.1399844756414185,-0.9041172563704748,0.085418211444270836,-0.76990267419430469,0.039380499918259995,-0.58731795428661759,0.012019647661858332,-0.36783149899818013,0.0011666133543936021,-0.12523340851146897,0.0011666131789435114,0.12523340851146886,0.012019647154372246,0.36783149899818024,0.039380499235584475,0.58731795428661748,0.085418210680460988,0.76990267419430469,0.13998447484287813,0.9041172563704748,0.1819913470329006,0.98156063424671924
7,0.75,0,0,0.68416045977042594,0.20502627243196228,-0.98156063424671924,0.15770252586031522,-0.9041172563704748,0.096229725750217501,-0.76990267419430469,0.044364950331755366,-0.58731795428661759,0.013540992969040076,-0.36783149899818013,0.0013142734612552878,-0.12523340851146897,0.0013142732911519885,0.12523340851146886,0.013540992472875105,0.36783149899818024,0.044364949659701197,0.58731795428661748,0.096229724996467092,0.76990267419430469,0.15770252507161073,0.9041172563704748,0.20502627163018122,0.98156063424671924
8,0.73396751856370079,0,0,0.76422215250152548,0.22901881691217524,-0.98156063424671924,0.17615716009927793,-0.9041172563704748,0.10749070196533606,-0.76990267419430469,0.04955661691718044,-0.58731795428661759,0.015125584438062724,-0.36783149899818013,0.001468072172988248,-0.12523340851146897,0.0014680720077089599,0.12523340851146886,0.015125583953024931,0.36783149899818024,0.049556616255916196,0.58731795428661748,0.10749070122190664,0.76990267419430469,0.17615715932066478,0.9041172563704748,0.22901881612038824,0.98156063424671924
9,0.69896252267914283,0,0,0.94892944660995537,0.28437110609818811,-0.98156063424671924,0.21873314665524068,-0.9041172563704748,0.13347047299506826,-0.76990267419430469,0.061534113947746785,-0.58731795428661759,0.018781335308028252,-0.36783149899818013,0.0018228953517830597,-0.12523340851146897,0.0018228951959807847,0.12523340851146886,0.018781334846939595,0.36783149899818024,0.061534113311008241,0.58731795428661748,0.13347047227569436,0.76990267419430469,0.21873314590041346,0.9041172563704748,0.28437110533006787,0.98156063424671924
