node_id,x,y,z,scalar_flux,angular_flux_0,direction_cosine_0,angular_flux_1,direction_cosine_1
26,0.42494136762066859,0,0,2.6858282143421071,0.21373141863791179,-0.57735026918962573,0.213731417970313,0.57735026918962573
27,0.39206911660686594,0,0,2.8647715718965596,0.22797127855834412,-0.57735026918962573,0.22797127793813224,0.57735026918962573
28,0.35793088339313406,0,0,3.0407371584459115,0.24197417498989957,-0.57735026918962573,0.24197417441997088,0.57735026918962573
29,0.32505863237933141,0,0,3.19935383736569,0.25459648921866662,-0.57735026918962573,0.25459648869810658,0.57735026918962573
30,0.29589048087101744,0,0,3.3302513986583779,0.2650129861556092,-0.57735026918962573,0.26501298567956966,0.57735026918962573
31,0.27259008479449914,0,0,3.4276422857426816,0.27276310668339127,-0.57735026918962573,0.27276310624335914,0.57735026918962573
32,0.25688759097213976,0,0,3.4894894743996394,0.27768474956670131,-0.57735026918962573,0.27768474915114089,0.57735026918962573
33,0.25,0,0,3.5156249774337507,0.27976454681034568,-0.57735026918962573,0.27976454640556864,0.57735026918962573
34,0.24311240902786027,0,0,3.5411437926508924,0.28179526959676782,-0.57735026918962573,0.28179526920280329,0.57735026918962573
35,0.22740991520550086,0,0,3.5969756973850795,0.2862382313947312,-0.57735026918962573,0.28623823102552154,0.57735026918962573
36,0.20410951912898256,0,0,3.6736568649709209,0.29234032480791161,-0.57735026918962573,0.29234032447568581,0.57735026918962573
37,0.17494136762066861,0,0,3.7589106573292055,0.29912460602014801,-0.57735026918962573,0.29912460573460048,0.57735026918962573
38,0.14206911660686594,0,0,3.8401604218450522,0.30559025681750118,-0.57735026918962573,0.30559025658499678,0.57735026918962573
39,0.10793088339313406,0,0,3.9073501756601772,0.31093704751216023,-0.57735026918962573,0.31093704733514238,0.57735026918962573
40,0.075058632379331386,0,0,3.9550565488001492,0.31473340003640421,-0.57735026918962573,0.31473339991311139,0.57735026918962573
41,0.045890480871017436,0,0,3.9831702263545132,0.31697061538811722,-0.57735026918962573,0.31697061531266707,0.57735026918962573
42,0.022590084794499143,0,0,3.9959185225577309,0.31798509254734253,-0.57735026918962573,0.31798509251018348,0.57735026918962573
43,0.0068875909721397288,0,0,3.9996204740511638,0.31827968447406363,-0.57735026918962573,0.31827968446272858,0.57735026918962573
44,0,0,0,3.999999976323708,0.31830988429969409,-0.57735026918962573,0.31830988429968821,0.57735026918962573
45,-0.0068875909721397288,0,0,3.9996204740511638,0.31827968446273447,-0.57735026918962573,0.3182796844740578,0.57735026918962573
46,-0.022590084794499157,0,0,3.9959185225577323,0.31798509251018925,-0.57735026918962573,0.31798509254733698,0.57735026918962573
47,-0.045890480871017422,0,0,3.9831702263545177,0.31697061531267284,-0.57735026918962573,0.31697061538811211,0.57735026918962573
48,-0.075058632379331386,0,0,3.9550565488001528,0.31473339991311683,-0.57735026918962573,0.31473340003639927,0.57735026918962573
49,-0.10793088339313406,0,0,3.9073501756601763,0.31093704733514721,-0.57735026918962573,0.31093704751215528,0.57735026918962573
50,-0.14206911660686594,0,0,3.8401604218450505,0.30559025658500127,-0.57735026918962573,0.30559025681749641,0.57735026918962573
51,-0.17494136762066861,0,0,3.7589106573292028,0.29912460573460481,-0.57735026918962573,0.29912460602014318,0.57735026918962573
52,-0.20410951912898256,0,0,3.6736568649709191,0.29234032447569036,-0.57735026918962573,0.29234032480790678,0.57735026918962573
53,-0.22740991520550086,0,0,3.5969756973850795,0.28623823102552631,-0.57735026918962573,0.28623823139472643,0.57735026918962573
54,-0.24311240902786027,0,0,3.5411437926508911,0.28179526920280801,-0.57735026918962573,0.28179526959676282,0.57735026918962573
55,-0.25,0,0,3.5156249774337489,0.27976454640557341,-0.57735026918962573,0.27976454681034058,0.57735026918962573
56,-0.25688759097213976,0,0,3.4894894743996363,0.27768474915114555,-0.57735026918962573,0.2776847495666962,0.57735026918962573
57,-0.27259008479449914,0,0,3.4276422857426763,0.27276310624336358,-0.57735026918962573,0.27276310668338599,0.57735026918962573
58,-0.29589048087101744,0,0,3.3302513986583735,0.26501298567957399,-0.57735026918962573,0.2650129861556042,0.57735026918962573
59,-0.32505863237933141,0,0,3.1993538373656873,0.25459648869811058,-0.57735026918962573,0.25459648921866218,0.57735026918962573
60,-0.35793088339313406,0,0,3.0407371584459089,0.24197417441997449,-0.57735026918962573,0.24197417498989557,0.57735026918962573
61,-0.39206911660686594,0,0,2.8647715718965578,0.22797127793813546,-0.57735026918962573,0.22797127855834062,0.57735026918962573
62,-0.42494136762066859,0,0,2.6858282143421048,0.21373141797031578,-0.57735026918962573,0.21373141863790868,0.57735026918962573
63,-0.45410951912898256,0,0,2.5203755931349989,0.20056511669343624,-0.57735026918962573,0.20056511740216637,0.57735026918962573
64,-0.47740991520550086,0,0,2.3844286829475454,0.18974680530012999,-0.57735026918962573,0.18974680604106944,0.57735026918962573
65,-0.49311240902786024,0,0,2.2912280436421772,0.18233013406706053,-0.57735026918962573,0.18233013482936475,0.57735026918962573
66,-0.5,0,0,2.2499999806597462,0.17904930905354061,-0.57735026918962573,0.17904930982512682,0.57735026918962573
67,-0.50688759097213976,0,0,2.2085821800447079,0.17575338519898831,-0.57735026918962573,0.17575338597980122,0.57735026918962573
68,-0.5225900847944992,0,0,2.1135321140089207,0.16818954126317259,-0.57735026918962573,0.16818954206481029,0.57735026918962573
69,-0.54589048087101744,0,0,1.971236103047179,0.15686598448458877,-0.57735026918962573,0.15686598531657447,0.57735026918962573
70,-0.57505863237933141,0,0,1.7918904714292254,0.14259411256910856,-0.57735026918962573,0.14259411343811923,0.57735026918962573
71,-0.60793088339313406,0,0,1.5897176950998657,0.12650571419320142,-0.57735026918962573,0.12650571510259667,0.57735026918962573
72,-0.64206911660686594,0,0,1.3817873005057228,0.10995913911366523,-0.57735026918962573,0.10995914006342672,0.57735026918962573
73,-0.67494136762066859,0,0,1.1857212710247733,0.094356700212873804,-0.57735026918962573,0.094356701199923745,0.57735026918962573
74,-0.70410951912898256,0,0,1.0169906892725735,0.080929547128687815,-0.57735026918962573,0.080929548147475994,0.57735026918962573
75,-0.72740991520550091,0,0,0.88689235176794035,0.07057665036553086,-0.57735026918962573,0.070576651408732857,0.57735026918962573
76,-0.74311240902786024,0,0,0.80204184026951308,0.063824461193120158,-0.57735026918962573,0.063824462252293185,0.57735026918962573
77,-0.75,0,0,0.76562498569923187,0.060926499981320117,-0.57735026918962573,0.060926501047374279,0.57735026918962573
78,-0.75688759097213976,0,0,0.72972997713697274,0.058070065955413051,-0.57735026918962573,0.058070067028271895,0.57735026918962573
79,-0.7725900847944992,0,0,0.64997313422894354,0.051723218050692271,-0.57735026918962573,0.051723219138776061,0.57735026918962573
80,-0.79589048087101744,0,0,0.53746006049111705,0.042769712115852031,-0.57735026918962573,0.042769713225778321,0.57735026918962573
81,-0.82505863237933141,0,0,0.40775439920244216,0.032448063532275757,-0.57735026918962573,0.032448064668258877,0.57735026918962573
82,-0.85793088339313406,0,0,0.27868811033133672,0.022177294588287936,-0.57735026918962573,0.022177295751883798,0.57735026918962573
83,-0.89206911660686594,0,0,0.16681128217911401,0.01327441946602192,-0.57735026918962573,0.013274420656281059,0.57735026918962573
84,-0.92494136762066859,0,0,0.083501878382693157,0.0066448677440558998,-0.57735026918962573,0.0066448689580079923,0.57735026918962573
85,-0.95410951912898256,0,0,0.032166431632850156,0.0025597226813399419,-0.57735026918962573,0.0025597239146556657,0.57735026918962573
86,-0.97740991520550091,0,0,0.0079815761956812288,0.00063515302878101539,-0.57735026918962573,0.00063515427642625664,0.57735026918962573
87,-0.99311240902786024,0,0,0.00075379560625195643,5.9984520045413837e-05,-0.57735026918962573,5.9985776770536994e-05,0.57735026918962573
88,-1,0,0,-7.9203867868384265e-09,-1.2605644515166537e-09,-0.57735026918962573,-4.2568084155216857e-15,0.57735026918962573
