node_id,x,y,z,scalar_flux,angular_flux_0,direction_cosine_0,angular_flux_1,direction_cosine_1
0,1,0,0,-7.9203944373991706e-09,-4.4167932113672797e-15,-0.57735026918962573,-1.2605655091564176e-09,0.57735026918962573
1,0.99311240902786024,0,0,0.000753795606244171,5.9985776770374492e-05,-0.57735026918962573,5.9984520044337265e-05,0.57735026918962573
2,0.9774099152055008,0,0,0.007981576195673171,0.00063515427642609162,-0.57735026918962573,0.00063515302877989812,0.57735026918962573
3,0.95410951912898256,0,0,0.032166431632841705,0.0025597239146554996,-0.57735026918962573,0.0025597226813387631,0.57735026918962573
4,0.92494136762066859,0,0,0.083501878382684053,0.0066448689580078128,-0.57735026918962573,0.0066448677440546283,0.57735026918962573
5,0.89206911660686594,0,0,0.1668112821791041,0.013274420656280867,-0.57735026918962573,0.013274419466020534,0.57735026918962573
6,0.85793088339313406,0,0,0.27868811033132607,0.022177295751883611,-0.57735026918962573,0.022177294588286427,0.57735026918962573
7,0.82505863237933141,0,0,0.4077543992024304,0.032448064668258676,-0.57735026918962573,0.032448063532274092,0.57735026918962573
8,0.79589048087101744,0,0,0.53746006049110451,0.042769713225778119,-0.57735026918962573,0.04276971211585022,0.57735026918962573
9,0.77259008479449909,0,0,0.64997313422893033,0.05172321913877586,-0.57735026918962573,0.05172321805069037,0.57735026918962573
10,0.75688759097213976,0,0,0.72972997713695875,0.058070067028271687,-0.57735026918962573,0.058070065955411053,0.57735026918962573
11,0.75,0,0,0.76562498569921766,0.060926501047374071,-0.57735026918962573,0.060926499981318077,0.57735026918962573
12,0.74311240902786024,0,0,0.80204184026949876,0.063824462252292949,-0.57735026918962573,0.063824461193118104,0.57735026918962573
13,0.7274099152055008,0,0,0.88689235176792591,0.070576651408732621,-0.57735026918962573,0.07057665036552882,0.57735026918962573
14,0.70410951912898256,0,0,1.0169906892725602,0.080929548147475827,-0.57735026918962573,0.080929547128685858,0.57735026918962573
15,0.67494136762066859,0,0,1.1857212710247609,0.094356701199923648,-0.57735026918962573,0.09435670021287193,0.57735026918962573
16,0.64206911660686594,0,0,1.3817873005057106,0.10995914006342668,-0.57735026918962573,0.10995913911366334,0.57735026918962573
17,0.60793088339313406,0,0,1.5897176950998542,0.12650571510259684,-0.57735026918962573,0.12650571419319942,0.57735026918962573
18,0.57505863237933141,0,0,1.7918904714292152,0.14259411343811973,-0.57735026918962573,0.14259411256910648,0.57735026918962573
19,0.54589048087101744,0,0,1.9712361030471719,0.15686598531657539,-0.57735026918962573,0.15686598448458672,0.57735026918962573
20,0.52259008479449909,0,0,2.1135321140089163,0.16818954206481151,-0.57735026918962573,0.16818954126317068,0.57735026918962573
21,0.50688759097213976,0,0,2.2085821800447043,0.1757533859798027,-0.57735026918962573,0.17575338519898628,0.57735026918962573
22,0.5,0,0,2.2499999806597435,0.17904930982512846,-0.57735026918962573,0.17904930905353855,0.57735026918962573
23,0.49311240902786024,0,0,2.2912280436421755,0.18233013482936652,-0.57735026918962573,0.18233013406705847,0.57735026918962573
24,0.47740991520550086,0,0,2.3844286829475436,0.18974680604107147,-0.57735026918962573,0.18974680530012772,0.57735026918962573
25,0.45410951912898256,0,0,2.5203755931349994,0.20056511740216898,-0.57735026918962573,0.20056511669343371,0.57735026918962573
