node_id,x,y,z,scalar_flux,angular_flux_0,direction_cosine_0,angular_flux_1,direction_cosine_1,angular_flux_2,direction_cosine_2,angular_flux_3,direction_cosine_3,angular_flux_4,direction_cosine_4,angular_flux_5,direction_cosine_5,angular_flux_6,direction_cosine_6,angular_flux_7,direction_cosine_7
0,1,0,0,-4.578630852933844e-09,3.9549372167343841e-15,-0.96028985649753629,4.6222519562416317e-15,-0.79666647741362695,-2.5367426208593766e-15,-0.52553240991632888,-4.5358778140336809e-17,-0.18343464249564972,-5.6699902251230467e-10,0.18343464249564986,-7.7133651762127087e-10,0.52553240991632899,-8.5982883741297342e-10,0.79666647741362684,-8.8797075786977103e-10,0.96028985649753629
1,0.99311240902786024,0,0,0.0007537989724715554,0.00011296733512491967,-0.96028985649753629,8.7100338048563808e-05,-0.79666647741362695,5.4843589126473126e-05,-0.52553240991632888,3.3020494194757612e-05,-0.18343464249564972,3.3019944802464106e-05,0.18343464249564986,5.4842818869283905e-05,0.52553240991632899,8.7099477441422973e-05,0.79666647741362684,0.00011296644611993456,0.96028985649753629
2,0.9774099152055008,0,0,0.007981579626359047,0.0011961447932734854,-0.96028985649753629,0.00092225436504581569,-0.79666647741362695,0.00058070662579684561,-0.52553240991632888,0.00034963483728134759,-0.18343464249564972,0.00034963432459488177,0.18343464249564986,0.0005807058588103072,0.52553240991632899,0.00092225350355494822,0.79666647741362684,0.0011961439027639064,0.96028985649753629
3,0.95410951912898256,0,0,0.03216643517842821,0.0048205616142576475,-0.96028985649753629,0.0037167607429320309,-0.79666647741362695,0.0023402953775747731,-0.52553240991632888,0.0014090572551058575,-0.18343464249564972,0.0014090567891873183,0.18343464249564986,0.0023402946172844429,0.52553240991632899,0.0037167598822052048,0.79666647741362684,0.0048205607235284904,0.96028985649753629
4,0.92494136762066859,0,0,0.083501882098085539,0.012513849489748003,-0.96028985649753629,0.0096484576542091461,-0.79666647741362695,0.006075247388542559,-0.52553240991632888,0.0036578168053164922,-0.18343464249564972,0.0036578163873219188,0.18343464249564986,0.0060752466392164691,0.52553240991632899,0.0096484567975449187,0.79666647741362684,0.012513848601807487,0.96028985649753629
5,0.89206911660686594,0,0,0.16681128611173499,0.024998852821285576,-0.96028985649753629,0.019274674291300659,-0.79666647741362695,0.012136490537735533,-0.52553240991632888,0.0073072020053196263,-0.18343464249564972,0.0073072016303261907,0.18343464249564986,0.012136489803513712,0.52553240991632899,0.019274673442818371,0.79666647741362684,0.024998851940116459,0.96028985649753629
6,0.85793088339313406,0,0,0.27868811450981312,0.041765058144788425,-0.96028985649753629,0.032201793362774948,-0.79666647741362695,0.020276179779848108,-0.52553240991632888,0.012207989006395159,-0.18343464249564972,0.012207988666781772,0.18343464249564986,0.020276179063727823,0.52553240991632899,0.032201792526288714,0.79666647741362684,0.041765057274256286,0.96028985649753629
7,0.82505863237933141,0,0,0.40775440363038984,0.061107328861826411,-0.96028985649753629,0.047115116436860165,-0.79666647741362695,0.029666502155857043,-0.52553240991632888,0.017861763814815849,-0.18343464249564972,0.017861763502657571,0.18343464249564986,0.029666501458998202,0.52553240991632899,0.047115115614863604,0.79666647741362684,0.061107328004632762,0.96028985649753629
8,0.79589048087101744,0,0,0.53746006514670774,0.08054541788085269,-0.96028985649753629,0.06210231756519867,-0.79666647741362695,0.039103342588413352,-0.52553240991632888,0.023543546470188876,-0.18343464249564972,0.02354354617834345,0.18343464249564986,0.03910334190986009,0.52553240991632899,0.062102316758200209,0.79666647741362684,0.080545417037795761,0.96028985649753629
9,0.77259008479449909,0,0,0.64997313906862741,0.097406972885051082,-0.96028985649753629,0.075102953376374501,-0.79666647741362695,0.047289322389048968,-0.52553240991632888,0.028472204364552476,-0.18343464249564972,0.028472204086836164,0.18343464249564986,0.047289321725808124,0.52553240991632899,0.075102952582669011,0.79666647741362684,0.097406972054719973,0.96028985649753629
